,id,study,subgroup,title,abstract,year,doi,url,title_abstract_screening
10,60,Ward 2011,bptb,Bicruciate-stabilised total knee replacements produce more normal sagittal plane kinematics than posterior-stabilised designs.,"Bicruciate-stabilised total knee replacement (TKR) aims to restore normal kinematics by replicating the function of both cruciate ligaments. We performed a prospective, randomised controlled trial in which bicruciate- and posterior-stabilised TKRs were implanted in 13 and 15 osteo-arthritic knees, respectively. The mean age of the bicruciate-stabilised group was 63.9 years (SD 10.00) and that of the posterior-stabilised group 63.2 years (SD 6.7). A control group comprised 14 normal subjects with a mean age of 67.9 years (SD 7.9). The patellar tendon angle (PTA) was measured one week pre-operatively and at seven weeks post-operatively during knee extension, flexion and step-up exercises. At near full extension during step-up, the bicruciate-stabilised TKR produced a higher mean PTA than the posterior-stabilised TKR, indicating that the bicruciate design at least partially restored the kinematic role of the anterior cruciate ligament. The bicruciate-stabilised TKR largely restored the pre-operative kinematics, whereas the posterior-stabilised TKR resulted in a consistently lower PTA at all activities. The PTA in the pre-operative knees was higher than in the control group during the step-up and at near full knee extension. Overall, both groups generated a more normal PTA than that seen in previous studies in high knee flexion. This suggested that both designs of TKR were more effective at replicating the kinematic role of the posterior cruciate ligament than those used in previous studies.",2011,10.1302/0301-620X.93B7.26208,https://doi.org/10.1302/0301-620X.93B7.26208,yes
11,61,Cervellin 2012,bptb,"Autologous platelet-rich plasma gel to reduce donor-site morbidity after patellar tendon graft harvesting for anterior cruciate ligament reconstruction: a randomized, controlled clinical study.","PURPOSE: Bone-patellar tendon-bone technique (BPTB) for anterior cruciate ligament injuries is associated with a higher risk of donor-site morbidity. To evaluate whether platelet-rich plasma (PRP), due to its anti-inflammatory properties and capacity to stimulate tissue regeneration, was able to reduce the anterior knee pain, the kneeling pain, and donor-site morbidity, as evidenced by evaluation of VISA and VAS scoring scales and MRI analysis of the tendon and bone defect, we performed a clinical randomized controlled study where PRP gel was applied to donor site after ACL reconstruction with BPTB. METHODS: Forty young athletes with the indication of ACL reconstruction with patellar tendon grafts were randomly assigned to group A (n = 20 patients, control group) or group B (n = 20 patients, PRP group). The autologous PRP gel was applied to both the patellar and tendon bone plug harvest site and stabilized by the peritenon suture. At 12-month follow-up, all patients underwent clinical examination and VAS and VISA questionnaires, respectively, evaluating the average daily pain of the knee and the pain during particular activities involving the knee, were filled. MRI at the same time point was also performed. RESULTS: VISA scores were significantly higher in the patients treated with PRP (84.5 +/- 11.8 and 97.8 +/- 2.5 for group A and for group B; P = 0.041), whereas no significant difference in postoperative VAS scores between the two groups was observed (1 +/- 1.4 and 0.6 +/- 0.9 for group A and group B, n.s.). In 85% of PRP group patients, the tibial and patellar bone defect was satisfactorily filled by new bony tissue (>70% of bone gap filled), whereas this percentage was just of 60% in control group patients, but this difference was not statistically significant. CONCLUSIONS: The study shows the usefulness of PRP in reducing subjective pain at the donor-site level after ACL reconstruction with BPTB. However, this approach deserves further investigations to confirm PRP efficacy and to elucidate its mechanism of action. LEVEL OF EVIDENCE: Prospective randomized controlled study, Level I.",2012,10.1007/s00167-011-1570-5,https://doi.org/10.1007/s00167-011-1570-5,yes
12,64,Drogset 2011,bptb,A prospective randomized study of ACL-reconstructions using bone-patellar tendon-bone grafts fixed with bioabsorbable or metal interference screws.,"INTRODUCTION: Bioabsorbable screws are, at the expense of metal screws, increasingly used as fixation device in ACL-reconstructions. The possible advantages with bioabsorbable screws are better postoperative MRI evaluations and easier revision surgery. PURPOSE: The aim of this study was to compare the clinical outcome after ACL-reconstructions with BPTB-grafts fixed with metal interference screws or bioabsorbable screws 7 years postoperatively. The resorption of the bioabsorbable screws was also analyzed. METHODS: Between 2000 and 2001, 41 patients with ACL deficient knees were randomized for the use of BPTB-graft fixed with either metal interference screws or bioabsorbable poly-L: -lactic acid screws. This is a 7-year follow-up with clinical examinations of both groups and, MRI of the patients with bioabsorbable screws. RESULTS: The clinical and functional results were satisfactory in both groups. There were no significant differences between the groups in any parameter measured, except for better Pivot shift results in the bioscrew group (P = 0.04). The MRI evaluation showed degradation of the bioscrews. A residual screw tract which appeared threaded was seen in the tibia in 11 of the 16 patients. There was no sign of bony ingrowth in the previous screw site in the tibia in any of the patients. CONCLUSION: The potential advantages of using PLLA-screws compared to metal screws are not sufficient to warrant the routine use of PLLA-screws in ACL-reconstructions. LEVEL OF EVIDENCE: I.",2011,10.1007/s00167-010-1353-4,https://doi.org/10.1007/s00167-010-1353-4,yes
13,65,Volpi 2010,bptb,ACL reconstruction in sports active people: transtibial DB technique with ST/G vs. transtibial SB technique with BPTB: preliminary results.,"The single-bundle ACL reconstruction ensures good outcomes and it is a well-established and widespread technique. Nevertheless, some patients still present residual pain and instability. Recent studies have showed that the double-bundle technique restores better natural ACL-fitting kinematics. Long-term clinical studies comparing the two surgical techniques are not frequent and there is no instrument to evaluate function and kinematics during the knee rotation in vivo. In this randomised prospective study performed on sportive people, we compare the BPTB single-bundle ACL reconstruction technique, which is the most common surgical technique performed on these patients' category, with the ACL double-bundle reconstruction technique (DB), in order to evaluate possible differences between the groups. Comparing the two groups, no statistically significant difference regarding the post-operative Lysholm score (p=0.368) the Tegner activity scale (p=0.519) and the arthrometric evaluation with KT-1000 (p=0.74) have been observed. On the contrary, the IKDC evaluation showed a statistically significant difference (p=0.004) better results of the DB group. Moreover, as assessed by the Tegner activity scale, only patients of the DB group were able to return to sports at a pre-injury level. Our data suggest that the double bundle ST/G ACL reconstruction technique results into slightly better outcome than the traditional technique of single-bundle BPTB. The verification and quantification of the advantages of this technique is anticipated with future studies focusing to the accurate measurement of knee rotation during different activities.",2010,10.1016/j.injury.2010.09.029,https://doi.org/10.1016/j.injury.2010.09.029,yes
14,66,Zaffagnini 2011,bptb,Single-bundle patellar tendon versus non-anatomical double-bundle hamstrings ACL reconstruction: a prospective randomized study at 8-year minimum follow-up.,"PURPOSE: The purpose of this study was to compare subjective, objective and radiographic outcome of the lateralized single-bundle bone-patellar tendon-bone autograft with a non-anatomical double-bundle hamstring tendons autograft anterior cruciate ligament (ACL) reconstruction technique at long-term follow-up. METHODS: Seventy-nine non-consecutive randomized patients (42 men; 37 women) with unilateral ACL insufficiency were prospectively evaluated, before and after ACL reconstruction by means of the above-mentioned techniques, with a minimum follow-up of 8 years (range 8-10 years; mean 8.6 years). In the double-bundle hamstrings technique, we used one tibial and one femoral tunnel combined with one ""over-the-top"" passage, cortical staple's fixation and we left intact hamstrings' tibial insertion. Patients were evaluated subjectively and objectively, using IKDC score, Tegner level, manual maximum displacement test with KT-2000 arthrometer. Radiographic evaluation was performed according to IKDC grading system, and re-intervention rate for meniscal lesions was also recorded. RESULTS: The subjective and objective IKDC were similar in both groups while double-bundle hamstrings group showed significantly higher Tegner level (P = 0.0007), higher passive range of motion recovery (P = 0.0014), faster sport resumption (P = 0.0052), lower glide pivot-shift phenomenon (P = 0.0302) and lower re-intervention rate (P = 0.0116) compared with patellar tendon group. Radiographic evaluation showed significant lower objective degenerative changes in double-bundle hamstrings group at final follow-up (P = 0.0056). CONCLUSION: Although both techniques provide satisfactory results, double-bundle ACL reconstruction shows better functional results, with a faster return to sport activity, a lower re-operation rate and lower degenerative knee changes.",2011,10.1007/s00167-010-1225-y,https://doi.org/10.1007/s00167-010-1225-y,yes
15,68,Moraiti 2010,bptb,Anterior cruciate ligament reconstruction results in alterations in gait variability.,"INTRODUCTION: The temporal structure of gait variability has shown that healthy human gait exhibits long-range correlations and deterministic properties which allow the neuromuscular system to be flexible and adaptable to stresses. Pathology results in deterioration of these properties. We examined structure of gait variability after ACL reconstruction with either BPTB or quadrupled ST/G tendon autografts. METHODS: Six patients with BPTB reconstruction, six with ST/G reconstruction and six healthy controls walked on a treadmill at their self-selected pace. Two minutes of continuous kinematic data were recorded with a 6-camera optoelectronic system. The nonlinear measure of the largest Lyapunov Exponent (LyE) was estimated from the knee flexion-extension time series from 100 continuous walking strides to assess the structure of gait variability. RESULTS: The reconstructed limbs in both reconstructed groups exhibited significantly larger LyE values than the control limbs (p<0.05), even though clinical outcomes indicated complete restoration. No significant differences were found between the two autografts. In addition, the intact contralateral leg produced significant higher LyE values as compared with the ACL-reconstructed leg in both groups. No interaction was found. DISCUSSION: The larger LyE values indicate that the reconstructed knees of both reconstructed groups exhibit more divergence in the movement trajectories during gait. The larger Lye values found in the intact leg in both reconstructed groups could be interpreted as a compensatory mechanism. However, the increased divergence found in both limbs may present an alternative explanation for the impaired neuromuscular performance and increased susceptibility to future pathology, which is supported by the increased amount of osteoarthritis found in ACL-reconstructed patients.",2010,10.1016/j.gaitpost.2010.04.008,https://doi.org/10.1016/j.gaitpost.2010.04.008,yes
16,73,Nin 2009,bptb,Has platelet-rich plasma any role in anterior cruciate ligament allograft healing?,"PURPOSE: The aim of this study was to evaluate and compare the clinical and inflammatory parameters with the addition of platelet-derived growth factor (PDGF) in primary anterior cruciate ligament (ACL) reconstruction with bone-patellar tendon-bone allograft. METHODS: We prospectively randomized 100 patients undergoing arthroscopic patellar tendon allograft ACL reconstruction to a group in whom platelet-enriched gel was used (n = 50) and a non-gel group (n = 50). The platelet concentration was 837 x 10(3)/mm(3), and the gel was introduced inside the graft and the tibial tunnel. Demographic data were comparable between groups. The mean follow-up was 24 months for both groups and included a history, clinical evaluation with the International Knee Documentation Committee score, radiographs, and magnetic resonance imaging. RESULTS: There were no differences in the number of associated injuries. The results did not show any statistically significant differences between the groups for inflammatory parameters (perimeters of the knee and C-reactive protein level), magnetic resonance imaging appearance of the graft, and clinical evaluation scores (visual analog scale, International Knee Documentation Committee, and KT-1000 arthrometer [MEDmetric, San Diego, CA]). CONCLUSIONS: At this time, the therapeutic role of PDGF in ACL reconstruction remains unclear. The use of PDGF, on the graft and inside the tibial tunnel, in patients treated with bone-patellar tendon-bone allografts has no discernable clinical or biomechanical effect at 2 years' follow-up. More clinical studies will be needed to show the efficacy and use of these factors in daily practice in ACL reconstruction. LEVEL OF EVIDENCE: Level I, prospective, randomized, double-blind study.",2009,10.1016/j.arthro.2009.06.002,https://doi.org/10.1016/j.arthro.2009.06.002,yes
17,77,Ristanis 2009,bptb,Effect of femoral tunnel placement for reconstruction of the anterior cruciate ligament on tibial rotation.,"BACKGROUND: Rotational knee movement after reconstruction of the anterior cruciate ligament has been difficult to quantify. The purpose of this study was to identify in vivo whether a more horizontal placement of the femoral tunnel (in the ten o'clock position rather than in the eleven o'clock position) can restore rotational kinematics, during highly demanding dynamic activities, in a knee in which a bone-patellar tendon-bone graft had been used to reconstruct the anterior cruciate ligament. METHODS: We evaluated ten patients in whom a bone-patellar tendon-bone graft had been used to reconstruct the anterior cruciate ligament with the femoral tunnel in the eleven o'clock position, ten patients who had had the same procedure with the femoral tunnel in the ten o'clock position, and ten healthy controls. Kinematic data were collected while the subjects (1) descended from a stairway, made foot contact, and then pivoted 90 degrees on the landing lower limb and (2) jumped from a platform, landed with both feet on the ground, and pivoted 90 degrees on the right or left lower limb. The dependent variable that we examined was tibial rotation during pivoting. RESULTS: The results demonstrated that reconstruction of the anterior cruciate ligament with the femoral tunnel in either the ten or the eleven o'clock position successfully restored anterior tibial translation. However, both techniques resulted in tibial rotation values, during the dynamic activities evaluated, that were significantly larger than those in the intact contralateral lower limbs and those in the healthy controls. Tibial rotation did not differ significantly between the two reconstruction groups or between the healthy controls and the intact contralateral lower limbs. However, we noticed that positioning the tunnel at ten o'clock resulted in slightly decreased rotation values that may have clinical relevance but not statistical significance. CONCLUSIONS: Regardless of which of the two tested positions was utilized to fix the graft to the femur, reconstruction of the anterior cruciate ligament did not restore normal tibial rotation during dynamic activities.",2009,10.2106/JBJS.H.00940,https://doi.org/10.2106/JBJS.H.00940,yes
18,82,Sun 2009,bptb,ACL reconstruction with BPTB autograft and irradiated fresh frozen allograft.,"OBJECTIVE: To analyze the clinical outcomes of arthroscopic anterior cruciate ligament (ACL) reconstruction with irradiated bone-patellar tendon-bone (BPTB) allograft compared with non-irradiated allograft and autograft. METHODS: All BPTB allografts were obtained from a single tissue bank and the irradiated allografts were sterilized with 2.5 mrad of irradiation prior to distribution. A total of 68 patients undergoing arthroscopic ACL reconstruction were prospectively randomized consecutively into one of the two groups (autograft and irradiated allograft groups). The same surgical technique was used in all operations done by the same senior surgeon. Before surgery and at the average of 31 months of follow-up (ranging from 24 to 47 months), patients were evaluated by the same observer according to objective and subjective clinical evaluations. RESULTS: Of these patients, 65 (autograft 33, irradiated allograft 32) were available for full evaluation. When the irradiated allograft group was compared to the autograft group at the 31-month follow-up by the Lachman test, the anterior drawer test (ADT), the pivot shift test, and KT-2000 arthrometer test, statistically significant differences were found. Most importantly, 87.8% of patients in the autograft group and just only 31.3% in the irradiated allograft group had a side-to-side difference of less than 3 mm according to KT-2000. The failure rate of the ACL reconstruction with irradiated allograft (34.4%) was higher than that with autograft (6.1%). The anterior and rotational stabilities decreased significantly in the irradiated allograft group. According to the overall International Knee Documentation Committee (IKDC), functional and subjective evaluations, and activity level testing, no statistically significant differences were found between the two groups. Besides, patients in the irradiated allograft group had a shorter operation time and a longer duration of postoperative fever. When the patients had a fever, the laboratory examinations of all patients were almost normal. Blood routine was normal, the values of erythrocyte sedimentation rate (ESR) were 5~16 mm/h and the contents of C reactive protein (CRP) were 3-10 mg/L. CONCLUSION: We conclude that the short term clinical outcomes of the ACL reconstruction with irradiated BPTB allograft were adversely affected. The less than satisfactory results led the senior authors to discontinue the use of irradiated BPTB allograft in ACL surgery and not to advocate using the gamma irradiation as a secondary sterilizing method.",2009,10.1631/jzus.B0820335,https://doi.org/10.1631/jzus.B0820335,yes
19,83,Dauri 2009,bptb,Continuous femoral nerve block provides superior analgesia compared with continuous intra-articular and wound infusion after anterior cruciate ligament reconstruction.,"BACKGROUND AND OBJECTIVES: This prospective, randomized, clinical trial compared pain intensity and analgesic drug consumption after anterior cruciate ligament (ACL) reconstruction with patellar tendon under femoral-sciatic nerve block anesthesia in patients who received either a continuous femoral nerve block (CFNB) or continuous local anesthetic wound and intra-articular infusions. METHODS: Fifty patients were randomized to CFNB (n = 25) or an ON-Q device (I-Flow Corp, Lake Forest, Calif) (n = 25). All patients received sciatic nerve block (25 mL of ropivacaine 7.5 mg/mL and clonidine 30 microg). The first group received a CFNB (2 mg/mL of ropivacaine at 7 mL/hr), and the second group received a single-shot femoral nerve block (both using 25 mL of ropivacaine 7.5 mg/mL and clonidine 30 microg). At the end of the intervention, an ON-Q device was positioned on the ON-Q patients to continuously infuse the patellar tendon wound and intra-articular cavity with ropivacaine 2 mg/mL at 2 mL/hr for each catheter. Data regarding demographic, hemodynamic, pain scores, adverse effects, and need for supplemental analgesia were registered in a 36-hr follow-up period. RESULTS: The CFNB group reported lower visual analog scale values than the ON-Q group: at rest at 12 hrs (2.4 [SD, 2.2] vs 5.4 [SD, 3.1]; P < 0.001) and on movement at 12 (3.1 [SD, 2.5] vs 6.3 [SD, 2.9]; P < 0.001) and 24 hrs (2.7 [SD, 1.9] vs 4.6 [SD, 2.6]; P = 0.01) after surgery. The number of morphine and ketorolac boluses was lower in the CNFB group (morphine: 3.2 [SD, 2.2] vs 6.2 [SD, 2.5]; P < 0.001; ketorolac: 1.1 [SD, 1.0] vs 2.4 [SD, 0.9]; P < 0.001). CONCLUSION: Continuous femoral nerve block provides better analgesia than the continuous patellar tendon wound and intra-articular infusions after anterior cruciate ligament reconstruction with patellar tendon.",2009,10.1097/AAP.0b013e31819baf98,https://doi.org/10.1097/AAP.0b013e31819baf98,yes
20,88,Laboute 2008,bptb,[Interest of an iterative specialized rehabilitation after an anterior cruciate ligament reconstruction in high level sport athletes].,"PURPOSE OF THE STUDY: The aim of this work was to assess the usefulness of specialized rehabilitation sessions after anterior cruciate ligament reconstruction in high-level athletes participating in regional-, national-, or international-level sports. MATERIAL AND METHODS: We conducted a retrospective comparison between two populations: in the first, rehabilitation was limited to the early postoperative period (PO); in the second, rehabilitation sessions were repeated, once in the early postoperative period and again 90 days later (POR). The second rehabilitation period lasted two or three weeks and included an open and closed-chain muscle training program controlled by physical therapists using isokinetic devices. The sessions also included proprioceptive exercises and cardiovascular exercise reconditioning with a therapeutic project developed by the Physical Medicine and Rehabilitation physician in collaboration with other health professionals and taking into consideration the surgical recommendations and the patient's clinical status. A questionnaire was addressed to all patients one year after the operation. The response rate was 55 %. Two groups were created at random: 74 patients were in the PO group and 75 in the POR group. The two populations were comparable in terms of gender (64 men, 10 women in PO versus 57 men and 18 women in POR), sports level (regional, national, international), type of surgery (41 hamsting, 33 bone-patellar tendon-bone in PO and 43 hamstring and 32 bone-patellar tendon-bone in POR) and sports (generally rugby, soccer, handball or ski). RESULTS: Our results were statistically in favor of the group POR in terms of resumption of sports activities: time to return to training (7.6 versus 8.7 months, p=0.03) and time to return to competition (9.06 versus 10.84 months, p=0.007). They were also in favor of the group POR for resumption of sports activities at the former level (52.05 % versus 19.44 %, p=0.001), pain (numerical scale: 1.52 versus 2.03, p=0.021) and subjective impression (IKDC subjective score: 87.58 % versus 81.64 %, p=0.003). There was no significant difference for resumption of training (90.50 % versus 81.69 %, p=0.2) or competition (71.80 % versus 56.76 %, p=0.1) at one year, but the results were close to the level of significance. DISCUSSION: Adapted preparation before returning to sports activities using a scheme elaborated by specialists (physicians, physical therapists, trainers) provided a statistically significant improvement in time and quality of resumed activity (return to prior level, pain, subjective IKDC score) in this specific population of high-level competition athletes. A larger series would be interesting to check the statistical significance of return to training and competition at one year. Another follow-up beyond one year (1.5 or two years for example) would also provide information on the percentage of definitive return to sports in these two populations.",2008,10.1016/j.rco.2008.01.008,https://doi.org/10.1016/j.rco.2008.01.008,yes
21,96,Giraud 2006,bptb,[Intra-articular reconstruction of the anterior cruciate ligament with and without extra-articular supplementation by quadricipital tendon plasty: seven-year follow-up].,"PURPOSE OF THE STUDY: Reconstruction of the anterior cruciate ligament (ACL) is a common procedure, but use of lateral reinforcement is still a subject of debate. The purpose of this study was to compare two randomized series of ACL reconstructions, one using an intra-articular method (patellar tendon autograft) and the other an intra- and extra-articular method (Mac-InJones). MATERIAL AND METHODS: From January 1995 to March 1998, 63 knees underwent surgery for ACL reconstruction. Inclusion criteria was significant medial differential laxity measured between 7 and 12 mm on passive dynamic x-rays as 20 degrees flexion. Group 1 (patellar tendon intra-articular reconstruction) included 34 patients (27.1+/-7.5 years) and group 2 (intra-articular reconstruction plus extra-articular quadircipital tendon plasty) included 29 patients (28.5+/-12 years). The IKDC score was determined for 72% of the knees in group 1 and 68% in group 2 at seven years follow-up on average (102 and 93 months respectively). Anterior laxity was measured radiographically and with KT-1000. The position of the tunnels was controlled using the Aglietti method. RESULTS: The subjective functional score was 83.6+/-3.5 in group 1 and 83.5+/-3.5 in group 2. The overall IKDC knee score classes for group 1 were 0% A, 52.4% B, 28.6% C, and 19% D and for group 2 were 5.5% group A, 50% group B, 33.3% group C, and 11.1% group D. In group 1, the pivot test was negative in 61.9% and noted stage 1 in 28.6% and stage 2 in 9.5%. In group 2, the pivot test was negative in 78.9% and noted stage 1 in 15.8% and stage 2 in 5.3%. The KT-1000 showed no difference in gain in laxity: 31% for group 1 and 27% for group 2. Similarly, radiographically there was no difference with a 43.9% gain in differential laxity for the medial compartment and 45.3% for the lateral compartment in group 1. In group 2 the corresponding values were 51.9% and 41.8%. The position of the tunnels was the same in the two groups. DISCUSSION: In a preliminary study with two years follow-up, the results in these two series were not significantly different. It was concluded that there was not clear advantage to adding the extra-articular lateral plasty. At the present 7-year follow-up, pivoting appears to be better controlled in the lateral plasty group (p=0.23), but with no significant difference for laxity for both knee compartments. The inclusion criteria would be different today and would be based on the laxity of the lateral compartment.",2006,10.1016/s0035-1040(06)75947-5,https://doi.org/10.1016/s0035-1040(06)75947-5,yes
