,Unnamed: 0,pmid,PubDate,EPubDate,Source,AuthorList,LastAuthor,Title,Volume,Issue,Pages,LangList,NlmUniqueID,ISSN,ESSN,PubTypeList,RecordStatus,PubStatus,ArticleIds,DOI,History,References,HasAbstract,PmcRefCount,FullJournalName,ELocationID,SO,source,subgroup
19,19,29741911,2018 Jul,2018 May 9,Am J Sports Med,"['Sajovic M', 'Stropnik D', 'Skaza K']",Skaza K,Long-term Comparison of Semitendinosus and Gracilis Tendon Versus Patellar Tendon Autografts for Anterior Cruciate Ligament Reconstruction: A 17-Year Follow-up of a Randomized Controlled Trial.,46,8,1800-1808,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['29741911', '10.1177/0363546518768768']",10.1177/0363546518768768,"['2018/05/10 06:00', '2019/09/19 06:00', '2018/05/10 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546518768768,2018 Jul;46(8):1800-1808,pubmed,bptb
20,20,29407520,2018 May,2018 Jan 31,Arch Phys Med Rehabil,"['Pamukoff DN', 'Montgomery MM', 'Choe KH', 'Moffit TJ', 'Vakula MN']",Vakula MN,Effect of Whole-Body Vibration on Sagittal Plane Running Mechanics in Individuals With Anterior Cruciate Ligament Reconstruction: A Randomized Crossover Trial.,99,5,973-980,['English'],2985158R,0003-9993,1532-821X,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['29407520', '10.1016/j.apmr.2017.11.019', 'S0003-9993(18)30045-5']",10.1016/j.apmr.2017.11.019,"['2017/03/08 00:00', '2017/10/31 00:00', '2017/11/26 00:00', '2018/02/07 06:00', '2019/01/23 06:00', '2018/02/07 06:00']",[],1,0,Archives of physical medicine and rehabilitation,doi: 10.1016/j.apmr.2017.11.019,2018 May;99(5):973-980,pubmed,bptb
21,21,27802924,2016 Dec,2016 Oct 29,Knee,"['Niu Y', 'Niu C', 'Wang X', 'Liu J', 'Cao P', 'Wang F', 'Niu J']",Niu J,Improved ACL reconstruction outcome using double-layer BPTB allograft compared to that using four-strand hamstring tendon allograft.,23,6,1093-1097,['English'],9430798,0968-0160,1873-5800,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27802924', '10.1016/j.knee.2016.06.015', 'S0968-0160(16)30096-5']",10.1016/j.knee.2016.06.015,"['2016/01/20 00:00', '2016/06/14 00:00', '2016/06/23 00:00', '2016/11/03 06:00', '2017/08/16 06:00', '2016/11/03 06:00']",[],1,0,The Knee,doi: 10.1016/j.knee.2016.06.015,2016 Dec;23(6):1093-1097,pubmed,bptb
22,22,27570169,2017 Jan,2016 Aug 25,Arthroscopy,"['Wasserman BR', 'Singh BC', 'Kaplan DJ', 'Weinberg M', 'Meislin R', 'Jazrawi LM', 'Strauss EJ']",Strauss EJ,Braking Reaction Time After Right-Knee Anterior Cruciate Ligament Reconstruction: A Comparison of 3 Grafts.,33,1,173-180,['English'],8506498,0749-8063,1526-3231,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27570169', '10.1016/j.arthro.2016.05.043', 'S0749-8063(16)30367-X']",10.1016/j.arthro.2016.05.043,"['2015/12/03 00:00', '2016/05/27 00:00', '2016/05/31 00:00', '2016/08/30 06:00', '2017/10/25 06:00', '2016/08/30 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2016.05.043,2017 Jan;33(1):173-180,pubmed,bptb
23,23,27568219,2016 Dec,2016 Aug 27,Arch Orthop Trauma Surg,"['Mei X', 'Zhang Z', 'Yang J']",Yang J,Double-layer versus single-layer bone-patellar tendon-bone anterior cruciate ligament reconstruction: a prospective randomized study with 3-year follow-up.,136,12,1733-1739,['English'],9011043,0936-8051,1434-3916,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27568219', '10.1007/s00402-016-2548-z', '10.1007/s00402-016-2548-z']",10.1007/s00402-016-2548-z,"['2016/05/03 00:00', '2016/08/29 06:00', '2017/01/10 06:00', '2016/08/29 06:00']",[],1,0,Archives of orthopaedic and trauma surgery,,2016 Dec;136(12):1733-1739,pubmed,bptb
24,24,27501614,2016 May,,J Med Assoc Thai,"['Iamaroon A', 'Tamrongchote S', 'Sirivanasandha B', 'Halilamien P', 'Lertwanich P', 'Surachetpong S', 'Rungwattanakit P']",Rungwattanakit P,Femoral Nerve Block versus Intra-Articular Infiltration: A Preliminary Study of Analgesic Effects and Quadriceps Strength in Patients Undergoing Arthroscopic Anterior Cruciate Ligament Reconstruction.,99,5,578-83,['English'],7507216,0125-2208,,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['27501614'],,"['2016/08/10 06:00', '2016/08/10 06:00', '2016/09/07 06:00']",[],1,0,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,,2016 May;99(5):578-83,pubmed,bptb
25,25,27376940,2016 Aug,2016 Jul 4,Eur J Orthop Surg Traumatol,"['Biswal UK', 'Balaji G', 'Nema S', 'Poduval M', 'Menon J', 'Patro DK']",Patro DK,Correlation of tunnel widening and tunnel positioning with short-term functional outcomes in single-bundle anterior cruciate ligament reconstruction using patellar tendon versus hamstring graft: a prospective study.,26,6,647-55,['English'],9518037,1633-8065,1432-1068,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27376940', '10.1007/s00590-016-1809-4', '10.1007/s00590-016-1809-4']",10.1007/s00590-016-1809-4,"['2016/04/22 00:00', '2016/06/20 00:00', '2016/07/05 06:00', '2016/07/05 06:00', '2017/05/10 06:00']",[],1,0,European journal of orthopaedic surgery & traumatology : orthopedie traumatologie,doi: 10.1007/s00590-016-1809-4,2016 Aug;26(6):647-55,pubmed,bptb
26,26,27371291,2017 Oct,2016 Jul 1,Knee Surg Sports Traumatol Arthrosc,"['Iliopoulos E', 'Galanis N', 'Zafeiridis A', 'Iosifidis M', 'Papadopoulos P', 'Potoupnis M', 'Geladas N', 'Vrabas IS', 'Kirkos J']",Kirkos J,Anatomic single-bundle anterior cruciate ligament reconstruction improves walking economy: hamstrings tendon versus patellar tendon grafts.,25,10,3155-3162,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27371291', '10.1007/s00167-016-4229-4', '10.1007/s00167-016-4229-4']",10.1007/s00167-016-4229-4,"['2016/02/07 00:00', '2016/06/22 00:00', '2016/07/03 06:00', '2018/05/25 06:00', '2016/07/03 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-016-4229-4,2017 Oct;25(10):3155-3162,pubmed,bptb
27,27,27277002,2016 Jun 8,2016 Jun 8,J Orthop Surg Res,"['Gupta R', 'Kapoor D', 'Kapoor L', 'Malhotra A', 'Masih GD', 'Kapoor A', 'Joshi S']",Joshi S,Immediate post-operative pain in anterior cruciate ligament reconstruction surgery with bone patellar tendon bone graft versus hamstring graft.,11,1,67,['English'],101265112,,1749-799X,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,epublish,"['27277002', 'PMC4898387', 'pmc-id: PMC4898387;', '10.1186/s13018-016-0399-5', '10.1186/s13018-016-0399-5']",10.1186/s13018-016-0399-5,"['2016/02/13 00:00', '2016/05/24 00:00', '2016/06/10 06:00', '2016/06/10 06:00', '2017/05/24 06:00', '2016/06/08 00:00']",[],1,29,Journal of orthopaedic surgery and research,doi: 10.1186/s13018-016-0399-5,2016 Jun 8;11(1):67,pubmed,bptb
28,28,27229354,2016 Sep,2016 May 26,Am J Sports Med,"['Björnsson H', 'Samuelsson K', 'Sundemo D', 'Desai N', 'Sernert N', 'Rostgård-Christensen L', 'Karlsson J', 'Kartus J']",Kartus J,A Randomized Controlled Trial With Mean 16-Year Follow-up Comparing Hamstring and Patellar Tendon Autografts in Anterior Cruciate Ligament Reconstruction.,44,9,2304-13,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27229354', '10.1177/0363546516646378', '0363546516646378']",10.1177/0363546516646378,"['2016/05/28 06:00', '2016/05/28 06:00', '2017/09/09 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546516646378,2016 Sep;44(9):2304-13,pubmed,bptb
29,29,27159308,2016 Jul,2016 Apr 19,Am J Sports Med,"['Akelman MR', 'Fadale PD', 'Hulstyn MJ', 'Shalvoy RM', 'Garcia A', 'Chin KE', 'Duryea J', 'Badger GJ', 'Tung GA', 'Fleming BC']",Fleming BC,Effect of Matching or Overconstraining Knee Laxity During Anterior Cruciate Ligament Reconstruction on Knee Osteoarthritis and Clinical Outcomes: A Randomized Controlled Trial With 84-Month Follow-up.,44,7,1660-70,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['27159308', 'NIHMS763995', 'PMC4930731', 'pmc-id: PMC4930731;manuscript-id: NIHMS763995;', '10.1177/0363546516638387', '0363546516638387']",10.1177/0363546516638387,"['2016/05/10 06:00', '2016/05/10 06:00', '2017/10/24 06:00', '2017/07/01 00:00']",[],1,49,The American journal of sports medicine,doi: 10.1177/0363546516638387,2016 Jul;44(7):1660-70,pubmed,bptb
30,30,26869286,2016 Jul,2016 Feb 8,Arch Phys Med Rehabil,"['Pamukoff DN', 'Pietrosimone B', 'Lewek MD', 'Ryan ED', 'Weinhold PS', 'Lee DR', 'Blackburn JT']",Blackburn JT,Whole-Body and Local Muscle Vibration Immediately Improve Quadriceps Function in Individuals With Anterior Cruciate Ligament Reconstruction.,97,7,1121-9,['English'],2985158R,0003-9993,1532-821X,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['26869286', '10.1016/j.apmr.2016.01.021', 'S0003-9993(16)00088-5']",10.1016/j.apmr.2016.01.021,"['2016/01/18 00:00', '2016/01/21 00:00', '2016/02/13 06:00', '2016/02/13 06:00', '2017/07/14 06:00']",[],1,0,Archives of physical medicine and rehabilitation,doi: 10.1016/j.apmr.2016.01.021,2016 Jul;97(7):1121-9,pubmed,bptb
31,31,26838934,2016 Apr,2016 Feb 2,Am J Sports Med,"['Sasaki S', 'Tsuda E', 'Hiraga Y', 'Yamamoto Y', 'Maeda S', 'Sasaki E', 'Ishibashi Y']",Ishibashi Y,Prospective Randomized Study of Objective and Subjective Clinical Results Between Double-Bundle and Single-Bundle Anterior Cruciate Ligament Reconstruction.,44,4,855-64,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26838934', '10.1177/0363546515624471', '0363546515624471']",10.1177/0363546515624471,"['2016/02/04 06:00', '2016/02/04 06:00', '2016/11/04 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546515624471,2016 Apr;44(4):855-64,pubmed,bptb
32,32,26725050,2016 Apr,2016 Jan 2,Arch Orthop Trauma Surg,"['Konrads C', 'Reppenhagen S', 'Plumhoff P', 'Hoberg M', 'Rudert M', 'Barthel T']",Barthel T,No significant difference in clinical outcome and knee stability between patellar tendon and semitendinosus tendon in anterior cruciate ligament reconstruction.,136,4,521-5,['English'],9011043,0936-8051,1434-3916,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26725050', '10.1007/s00402-015-2386-4', '10.1007/s00402-015-2386-4']",10.1007/s00402-015-2386-4,"['2015/08/10 00:00', '2016/01/04 06:00', '2016/01/05 06:00', '2016/11/12 06:00']",[],1,0,Archives of orthopaedic and trauma surgery,doi: 10.1007/s00402-015-2386-4,2016 Apr;136(4):521-5,pubmed,bptb
33,33,26578718,2016 Jan,2015 Nov 17,Am J Sports Med,"['Webster KE', 'Feller JA', 'Hartnett N', 'Leigh WB', 'Richmond AK']",Richmond AK,Comparison of Patellar Tendon and Hamstring Tendon Anterior Cruciate Ligament Reconstruction: A 15-Year Follow-up of a Randomized Controlled Trial.,44,1,83-90,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['26578718', '10.1177/0363546515611886', '0363546515611886']",10.1177/0363546515611886,"['2015/11/19 06:00', '2015/11/19 06:00', '2016/07/28 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546515611886,2016 Jan;44(1):83-90,pubmed,bptb
34,34,25763849,2016 Sep,2015 Mar 13,Knee Surg Sports Traumatol Arthrosc,"['Dai C', 'Wang F', 'Wang X', 'Wang R', 'Wang S', 'Tang S']",Tang S,Arthroscopic single-bundle anterior cruciate ligament reconstruction with six-strand hamstring tendon allograft versus bone-patellar tendon-bone allograft.,24,9,2915-2922,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25763849', '10.1007/s00167-015-3569-9', '10.1007/s00167-015-3569-9']",10.1007/s00167-015-3569-9,"['2014/07/30 00:00', '2015/03/03 00:00', '2015/03/13 06:00', '2015/03/13 06:00', '2017/04/30 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-015-3569-9,2016 Sep;24(9):2915-2922,pubmed,bptb
35,35,25514139,2015 Jul,,Clin J Sport Med,"['Mohtadi N', 'Chan D', 'Barber R', 'Oddone Paolucci E']",Oddone Paolucci E,"A Randomized Clinical Trial Comparing Patellar Tendon, Hamstring Tendon, and Double-Bundle ACL Reconstructions: Patient-Reported and Clinical Outcomes at a Minimal 2-Year Follow-up.",25,4,321-31,['English'],9103300,1050-642X,1536-3724,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['25514139', '10.1097/JSM.0000000000000165']",10.1097/JSM.0000000000000165,"['2014/12/17 06:00', '2014/12/17 06:00', '2016/03/22 06:00']",[],1,0,Clinical journal of sport medicine : official journal of the Canadian Academy of Sport Medicine,doi: 10.1097/JSM.0000000000000165,2015 Jul;25(4):321-31,pubmed,bptb
36,36,25384473,2014 Oct,,Injury,"['Valentí Azcárate A', 'Lamo-Espinosa J', 'Aquerreta Beola JD', 'Hernandez Gonzalez M', 'Mora Gasque G', 'Valentí Nin JR']",Valentí Nin JR,Comparison between two different platelet-rich plasma preparations and control applied during anterior cruciate ligament reconstruction. Is there any evidence to support their use?,45 Suppl 4,,S36-41,['English'],0226040,0020-1383,1879-0267,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['25384473', '10.1016/S0020-1383(14)70008-7', 'S0020-1383(14)70008-7']",10.1016/S0020-1383(14)70008-7,"['2014/11/12 06:00', '2014/11/12 06:00', '2015/06/30 06:00']",[],1,0,Injury,doi: 10.1016/S0020-1383(14)70008-7,2014 Oct;45 Suppl 4:S36-41,pubmed,bptb
37,37,25265770,2014 Jul,,J Med Assoc Thai,"['Iamaroon A', 'Tangwiwat S', 'Sirivanasandha B', 'Halilamien P', 'Lertpenmetha Y', 'Sirimaneewattana S', 'Surachetpong S', 'Puangchan S']",Puangchan S,Femoral nerve block using 0.25% or 0.5% bupivacaine for analgesia after arthroscopic anterior cruciate ligament reconstruction.,97,7,717-23,['English'],7507216,0125-2208,,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,['25265770'],,"['2014/10/01 06:00', '2014/10/01 06:00', '2015/05/13 06:00']",[],1,0,Journal of the Medical Association of Thailand = Chotmaihet thangphaet,,2014 Jul;97(7):717-23,pubmed,bptb
38,38,25192689,2015 Mar,2014 Sep 6,Int Orthop,"['Papalia R', 'Franceschi F', 'Tecame A', ""D'Adamio S"", 'Maffulli N', 'Denaro V']",Denaro V,Anterior cruciate ligament reconstruction and return to sport activity: postural control as the key to success.,39,3,527-34,['English'],7705431,0341-2695,1432-5195,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['25192689', '10.1007/s00264-014-2513-9']",10.1007/s00264-014-2513-9,"['2014/08/03 00:00', '2014/08/14 00:00', '2014/09/07 06:00', '2014/09/07 06:00', '2016/02/16 06:00']",[],1,0,International orthopaedics,doi: 10.1007/s00264-014-2513-9,2015 Mar;39(3):527-34,pubmed,bptb
39,39,25128968,2015 Jan,2014 Aug 17,Int Orthop,"['Kautzner J', 'Kos P', 'Hanus M', 'Trc T', 'Havlas V']",Havlas V,A comparison of ACL reconstruction using patellar tendon versus hamstring autograft in female patients: a prospective randomised study.,39,1,125-30,['English'],7705431,0341-2695,1432-5195,"['Journal Article', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['25128968', '10.1007/s00264-014-2495-7']",10.1007/s00264-014-2495-7,"['2014/05/21 00:00', '2014/07/17 00:00', '2014/08/18 06:00', '2014/08/19 06:00', '2016/01/29 06:00']",[],1,0,International orthopaedics,doi: 10.1007/s00264-014-2495-7,2015 Jan;39(1):125-30,pubmed,bptb
40,40,24825597,2014 Jul,2014 May 14,Wien Klin Wochenschr,"['Leitgeb J', 'Köttstorfer J', 'Schuster R', 'Kovar FM', 'Platzer P', 'Aldrian S']",Aldrian S,Primary anterior cruciate ligament reconstruction in athletes: a 5-year follow up comparing patellar tendon versus hamstring tendon autograft.,126,13-14,397-402,['English'],21620870R,0043-5325,1613-7671,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24825597', '10.1007/s00508-014-0550-4']",10.1007/s00508-014-0550-4,"['2014/01/16 00:00', '2014/04/13 00:00', '2014/05/15 06:00', '2014/05/16 06:00', '2015/12/15 06:00']",['Wien Klin Wochenschr. 2014 Jul;126(13-14):455'],1,0,Wiener klinische Wochenschrift,doi: 10.1007/s00508-014-0550-4,2014 Jul;126(13-14):397-402,pubmed,bptb
41,41,24644301,2014 May,2014 Mar 18,Am J Sports Med,"['Barenius B', 'Ponzer S', 'Shalabi A', 'Bujak R', 'Norlén L', 'Eriksson K']",Eriksson K,Increased risk of osteoarthritis after anterior cruciate ligament reconstruction: a 14-year follow-up study of a randomized controlled trial.,42,5,1049-57,['English'],7609541,0363-5465,1552-3365,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24644301', '10.1177/0363546514526139', '0363546514526139']",10.1177/0363546514526139,"['2014/03/20 06:00', '2014/03/20 06:00', '2014/11/05 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546514526139,2014 May;42(5):1049-57,pubmed,bptb
42,42,24630956,2014 May,2014 Mar 14,Arthroscopy,"['Lund B', 'Nielsen T', 'Faunø P', 'Christiansen SE', 'Lind M']",Lind M,Is quadriceps tendon a better graft choice than patellar tendon? a prospective randomized study.,30,5,593-8,['English'],8506498,0749-8063,1526-3231,"['Clinical Trial, Phase II', 'Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24630956', '10.1016/j.arthro.2014.01.012', 'S0749-8063(14)00076-0']",10.1016/j.arthro.2014.01.012,"['2013/04/24 00:00', '2014/01/18 00:00', '2014/01/23 00:00', '2014/03/18 06:00', '2014/03/19 06:00', '2014/06/06 06:00']",[],1,0,Arthroscopy : the journal of arthroscopic & related surgery : official publication of the Arthroscopy Association of North America and the International Arthroscopy Association,doi: 10.1016/j.arthro.2014.01.012,2014 May;30(5):593-8,pubmed,bptb
43,43,24488793,2014 Dec,2014 Jan 31,J Knee Surg,"['Koyonos L', 'Owsley K', 'Vollmer E', 'Limpisvasti O', 'Gambardella R']",Gambardella R,Preoperative cryotherapy use in anterior cruciate ligament reconstruction.,27,6,479-84,['English'],101137599,1538-8506,1938-2480,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['24488793', '10.1055/s-0034-1367730']",10.1055/s-0034-1367730,"['2014/02/04 06:00', '2014/02/04 06:00', '2015/07/24 06:00']",[],1,0,The journal of knee surgery,doi: 10.1055/s-0034-1367730,2014 Dec;27(6):479-84,pubmed,bptb
44,44,24001575,2013 Nov,2013 Sep 3,Am J Sports Med,"['McRae S', 'Leiter J', 'McCormack R', 'Old J', 'MacDonald P']",MacDonald P,Ipsilateral versus contralateral hamstring grafts in anterior cruciate ligament reconstruction: a prospective randomized trial.,41,11,2492-9,['English'],7609541,0363-5465,1552-3365,"['Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['24001575', '10.1177/0363546513499140', '0363546513499140']",10.1177/0363546513499140,"['2013/09/05 06:00', '2013/09/05 06:00', '2014/06/24 06:00']",[],1,0,The American journal of sports medicine,doi: 10.1177/0363546513499140,2013 Nov;41(11):2492-9,pubmed,bptb
45,45,23996068,2014 Sep,2013 Aug 31,Knee Surg Sports Traumatol Arthrosc,"['Peterson L', 'Eklund U', 'Engström B', 'Forssblad M', 'Saartok T', 'Valentin A']",Valentin A,Long-term results of a randomized study on anterior cruciate ligament reconstruction with or without a synthetic degradable augmentation device to support the autograft.,22,9,2109-20,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['23996068', '10.1007/s00167-013-2636-3']",10.1007/s00167-013-2636-3,"['2012/12/17 00:00', '2013/08/18 00:00', '2013/09/03 06:00', '2013/09/03 06:00', '2015/04/01 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-013-2636-3,2014 Sep;22(9):2109-20,pubmed,bptb
46,46,23974633,2014 Sep,2013 Aug 24,Knee Surg Sports Traumatol Arthrosc,"['Stensbirk F', 'Thorborg K', 'Konradsen L', 'Jørgensen U', 'Hölmich P']",Hölmich P,"Iliotibial band autograft versus bone-patella-tendon-bone autograft, a possible alternative for ACL reconstruction: a 15-year prospective randomized controlled trial.",22,9,2094-101,['English'],9314730,0942-2056,1433-7347,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23974633', '10.1007/s00167-013-2630-9']",10.1007/s00167-013-2630-9,"['2013/01/07 00:00', '2013/08/18 00:00', '2013/08/27 06:00', '2013/08/27 06:00', '2015/04/01 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-013-2630-9,2014 Sep;22(9):2094-101,pubmed,bptb
47,47,23864175,2013 Jul 17,,J Bone Joint Surg Am,"['Mohammadi F', 'Salavati M', 'Akhbari B', 'Mazaheri M', 'Mohsen Mir S', 'Etemadi Y']",Etemadi Y,Comparison of functional outcome measures after ACL reconstruction in competitive soccer players: a randomized trial.,95,14,1271-7,['English'],0014030,0021-9355,1535-1386,"['Comparative Study', 'Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['23864175', '10.2106/JBJS.L.00724', '1705134']",10.2106/JBJS.L.00724,"['2013/07/19 06:00', '2013/07/19 06:00', '2013/09/24 06:00']",[],1,0,The Journal of bone and joint surgery. American volume,doi: 10.2106/JBJS.L.00724,2013 Jul 17;95(14):1271-7,pubmed,bptb
48,48,23810648,2014 Jan,2013 Jun 28,Knee,"['Trichine F', 'Alsaati M', 'Chouteau J', 'Moyen B', 'Bouzitouna M', 'Maza R']",Maza R,"Patellar tendon autograft reconstruction of the anterior cruciate ligament with and without lateral plasty in advanced-stage chronic laxity. A clinical, prospective, randomized, single-blind study using passive dynamic X-rays.",21,1,58-65,['English'],9430798,0968-0160,1873-5800,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23810648', '10.1016/j.knee.2013.06.001', 'S0968-0160(13)00110-5']",10.1016/j.knee.2013.06.001,"['2012/02/09 00:00', '2013/05/29 00:00', '2013/06/03 00:00', '2013/07/02 06:00', '2013/07/03 06:00', '2014/10/30 06:00']",[],1,0,The Knee,doi: 10.1016/j.knee.2013.06.001,2014 Jan;21(1):58-65,pubmed,bptb
49,49,23807029,2014 May,2013 Jun 27,Knee Surg Sports Traumatol Arthrosc,"['Mayr HO', 'Stüeken P', 'Münch EO', 'Wolter M', 'Bernstein A', 'Suedkamp NP', 'Stoehr A']",Stoehr A,Brace or no-brace after ACL graft? Four-year results of a prospective clinical trial.,22,5,1156-62,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish+epublish,"['23807029', '10.1007/s00167-013-2564-2']",10.1007/s00167-013-2564-2,"['2012/10/17 00:00', '2013/06/06 00:00', '2013/06/29 06:00', '2013/06/29 06:00', '2014/12/15 06:00']",[],1,0,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-013-2564-2,2014 May;22(5):1156-62,pubmed,bptb
50,50,23629979,2013 Apr,,J Orthop Surg (Hong Kong),"['Seijas R', 'Ares O', 'Catala J', 'Alvarez-Diaz P', 'Cusco X', 'Cugat R']",Cugat R,Magnetic resonance imaging evaluation of patellar tendon graft remodelling after anterior cruciate ligament reconstruction with or without platelet-rich plasma.,21,1,10-4,['English'],9440382,1022-5536,2309-4990,"['Journal Article', 'Randomized Controlled Trial']",PubMed - indexed for MEDLINE,ppublish,"['23629979', '10.1177/230949901302100105']",10.1177/230949901302100105,"['2013/05/01 06:00', '2013/05/01 06:00', '2013/12/16 06:00']",[],1,0,Journal of orthopaedic surgery (Hong Kong),,2013 Apr;21(1):10-4,pubmed,bptb
51,51,23203337,2013 Sep,2012 Dec 1,Knee Surg Sports Traumatol Arthrosc,"['Indelicato PA', 'Ciccotti MG', 'Boyd J', 'Higgins LD', 'Shaffer BS', 'Vangsness CT Jr']",Vangsness CT Jr,Aseptically processed and chemically sterilized BTB allografts for anterior cruciate ligament reconstruction: a prospective randomized study.,21,9,2107-12,['English'],9314730,0942-2056,1433-7347,"['Journal Article', 'Multicenter Study', 'Randomized Controlled Trial', ""Research Support, Non-U.S. Gov't""]",PubMed - indexed for MEDLINE,ppublish+epublish,"['23203337', 'PMC3751503', 'pmc-id: PMC3751503;', '10.1007/s00167-012-2309-7']",10.1007/s00167-012-2309-7,"['2012/02/28 00:00', '2012/11/19 00:00', '2012/12/04 06:00', '2012/12/04 06:00', '2014/04/08 06:00', '2012/12/01 00:00']",[],1,43,"Knee surgery, sports traumatology, arthroscopy : official journal of the ESSKA",doi: 10.1007/s00167-012-2309-7,2013 Sep;21(9):2107-12,pubmed,bptb
